Value,Unit
3.3,Mbits/sec
2.66,Mbits/sec
3.14,Mbits/sec
2.6,Mbits/sec
2.84,Mbits/sec
3.09,Mbits/sec
2.97,Mbits/sec
3.57,Mbits/sec
2.23,Mbits/sec
3.81,Mbits/sec
3.48,Mbits/sec
3.19,Mbits/sec
3.13,Mbits/sec
3.1,Mbits/sec
3.14,Mbits/sec
3.28,Mbits/sec
3.18,Mbits/sec
3.66,Mbits/sec
2.65,Mbits/sec
3.08,Mbits/sec
3.07,Mbits/sec
2.97,Mbits/sec
2.83,Mbits/sec
2.39,Mbits/sec
3.19,Mbits/sec
3.41,Mbits/sec
3.11,Mbits/sec
3.91,Mbits/sec
3.14,Mbits/sec
2.12,Mbits/sec
1.88,Mbits/sec
2.48,Mbits/sec
3.26,Mbits/sec
3.31,Mbits/sec
2.35,Mbits/sec
1.84,Mbits/sec
2.65,Mbits/sec
3.1,Mbits/sec
3.36,Mbits/sec
3.32,Mbits/sec
2.63,Mbits/sec
3.02,Mbits/sec
3.7,Mbits/sec
6.34,Mbits/sec
6.05,Mbits/sec
5.39,Mbits/sec
3.61,Mbits/sec
2.34,Mbits/sec
2.75,Mbits/sec
5.04,Mbits/sec
5.68,Mbits/sec
6.54,Mbits/sec
7.74,Mbits/sec
5.94,Mbits/sec
6.94,Mbits/sec
8.25,Mbits/sec
5.52,Mbits/sec
6.71,Mbits/sec
7.58,Mbits/sec
11.2,Mbits/sec
11.2,Mbits/sec
8.11,Mbits/sec
5.7,Mbits/sec
