Value,Unit
3.48,Mbits/sec
3.25,Mbits/sec
3.06,Mbits/sec
2.47,Mbits/sec
2.19,Mbits/sec
2.26,Mbits/sec
2.4,Mbits/sec
2.54,Mbits/sec
2.79,Mbits/sec
2.98,Mbits/sec
3.29,Mbits/sec
2.47,Mbits/sec
2.45,Mbits/sec
2.23,Mbits/sec
2.36,Mbits/sec
2.51,Mbits/sec
1.77,Mbits/sec
1.75,Mbits/sec
2.23,Mbits/sec
2.5,Mbits/sec
2.96,Mbits/sec
2.75,Mbits/sec
2.77,Mbits/sec
2.33,Mbits/sec
1.69,Mbits/sec
2.04,Mbits/sec
2.67,Mbits/sec
2.75,Mbits/sec
2.58,Mbits/sec
2.43,Mbits/sec
2.49,Mbits/sec
2.71,Mbits/sec
2.42,Mbits/sec
1.89,Mbits/sec
1.91,Mbits/sec
1.92,Mbits/sec
2.35,Mbits/sec
2.1,Mbits/sec
2.5,Mbits/sec
2.06,Mbits/sec
2.44,Mbits/sec
2.76,Mbits/sec
1.76,Mbits/sec
1.17,Mbits/sec
1.31,Mbits/sec
1.23,Mbits/sec
1.46,Mbits/sec
1.94,Mbits/sec
2.21,Mbits/sec
2.6,Mbits/sec
3.37,Mbits/sec
4.95,Mbits/sec
2.58,Mbits/sec
3.03,Mbits/sec
3.71,Mbits/sec
3.14,Mbits/sec
2.86,Mbits/sec
2.4,Mbits/sec
2.47,Mbits/sec
3.01,Mbits/sec
3.16,Mbits/sec
3.18,Mbits/sec
3.23,Mbits/sec
3.51,Mbits/sec
4.22,Mbits/sec
4.74,Mbits/sec
4.07,Mbits/sec
3.85,Mbits/sec
3.19,Mbits/sec
2.85,Mbits/sec
2.5,Mbits/sec
2.81,Mbits/sec
2.15,Mbits/sec
2.51,Mbits/sec
2.72,Mbits/sec
3.18,Mbits/sec
3.61,Mbits/sec
5.03,Mbits/sec
4.36,Mbits/sec
4.45,Mbits/sec
4.17,Mbits/sec
5.44,Mbits/sec
6.12,Mbits/sec
5.48,Mbits/sec
5.51,Mbits/sec
4.47,Mbits/sec
3.53,Mbits/sec
3.1,Mbits/sec
2.23,Mbits/sec
1.75,Mbits/sec
0.79,Mbits/sec
1.77,Mbits/sec
1.71,Mbits/sec
2.37,Mbits/sec
2.87,Mbits/sec
2.48,Mbits/sec
2.71,Mbits/sec
2.56,Mbits/sec
3.05,Mbits/sec
3.27,Mbits/sec
3.28,Mbits/sec
3.46,Mbits/sec
3.35,Mbits/sec
3.29,Mbits/sec
2.85,Mbits/sec
2.75,Mbits/sec
2.79,Mbits/sec
1.94,Mbits/sec
1.62,Mbits/sec
2.02,Mbits/sec
2.35,Mbits/sec
2.25,Mbits/sec
2.56,Mbits/sec
2.02,Mbits/sec
2.17,Mbits/sec
1.96,Mbits/sec
1.81,Mbits/sec
1.87,Mbits/sec
1.4,Mbits/sec
1.21,Mbits/sec
1.62,Mbits/sec
1.5,Mbits/sec
1.54,Mbits/sec
1.48,Mbits/sec
1.71,Mbits/sec
1.83,Mbits/sec
1.79,Mbits/sec
2,Mbits/sec
2.17,Mbits/sec
2.42,Mbits/sec
